	Chord length [m]	FS velocity [m/s]	SSD thickness [m]	Sound pressure [dB]
626	0.1524	39.6	0.00909175	112.68799999999999
627	0.1524	39.6	0.00909175	111.588
628	0.1524	39.6	0.00909175	110.868
629	0.1524	71.3	0.019300099999999997	134.319
630	0.1524	71.3	0.019300099999999997	135.329
631	0.1524	71.3	0.019300099999999997	135.459
632	0.1524	71.3	0.019300099999999997	135.079
633	0.1524	71.3	0.019300099999999997	131.279
634	0.1524	71.3	0.019300099999999997	129.889
635	0.1524	71.3	0.019300099999999997	128.879
636	0.1524	71.3	0.019300099999999997	126.34899999999999
637	0.1524	71.3	0.019300099999999997	122.679
638	0.1524	71.3	0.019300099999999997	121.789
639	0.1524	71.3	0.019300099999999997	120.779
640	0.1524	71.3	0.019300099999999997	119.639
641	0.1524	71.3	0.019300099999999997	116.84899999999999
642	0.1524	71.3	0.019300099999999997	115.079
643	0.1524	71.3	0.019300099999999997	114.569
644	0.1524	71.3	0.019300099999999997	112.039
645	0.1524	55.5	0.0208438	131.955
646	0.1524	55.5	0.0208438	133.235
647	0.1524	55.5	0.0208438	132.355
648	0.1524	55.5	0.0208438	131.605
649	0.1524	55.5	0.0208438	127.815
650	0.1524	55.5	0.0208438	127.315
651	0.1524	55.5	0.0208438	126.565
652	0.1524	55.5	0.0208438	124.665
653	0.1524	55.5	0.0208438	121.635
654	0.1524	55.5	0.0208438	119.875
655	0.1524	55.5	0.0208438	119.505
656	0.1524	55.5	0.0208438	118.365
657	0.1524	55.5	0.0208438	115.085
658	0.1524	55.5	0.0208438	112.945
659	0.1524	55.5	0.0208438	112.065
660	0.1524	55.5	0.0208438	110.555
661	0.1524	39.6	0.0233328	127.315
662	0.1524	39.6	0.0233328	128.335
663	0.1524	39.6	0.0233328	128.595
664	0.1524	39.6	0.0233328	128.345
665	0.1524	39.6	0.0233328	126.835
666	0.1524	39.6	0.0233328	126.465
667	0.1524	39.6	0.0233328	126.345
668	0.1524	39.6	0.0233328	123.835
669	0.1524	39.6	0.0233328	120.555
670	0.1524	39.6	0.0233328	118.545
671	0.1524	39.6	0.0233328	117.925
672	0.1524	39.6	0.0233328	116.295
673	0.1524	39.6	0.0233328	113.525
674	0.1524	39.6	0.0233328	112.265
675	0.1524	39.6	0.0233328	111.135
676	0.1524	39.6	0.0233328	109.885
677	0.1524	31.7	0.0252785	127.29899999999999
678	0.1524	31.7	0.0252785	128.559
679	0.1524	31.7	0.0252785	128.809
680	0.1524	31.7	0.0252785	128.939
681	0.1524	31.7	0.0252785	127.179
682	0.1524	31.7	0.0252785	126.04899999999999
683	0.1524	31.7	0.0252785	125.539
684	0.1524	31.7	0.0252785	122.149
685	0.1524	31.7	0.0252785	118.619
686	0.1524	31.7	0.0252785	117.119
687	0.1524	31.7	0.0252785	116.859
688	0.1524	31.7	0.0252785	114.729
689	0.1524	31.7	0.0252785	112.209
690	0.1524	31.7	0.0252785	111.459
691	0.1524	31.7	0.0252785	109.949
692	0.1524	31.7	0.0252785	108.689
693	0.1524	71.3	0.0483159	128.35399999999998
694	0.1524	71.3	0.0483159	129.744
695	0.1524	71.3	0.0483159	128.484
696	0.1524	71.3	0.0483159	127.094
697	0.1524	71.3	0.0483159	121.664
698	0.1524	71.3	0.0483159	123.304
699	0.1524	71.3	0.0483159	123.054
700	0.1524	71.3	0.0483159	122.044
701	0.1524	71.3	0.0483159	120.154
702	0.1524	71.3	0.0483159	120.53399999999999
703	0.1524	71.3	0.0483159	117.50399999999999
704	0.1524	71.3	0.0483159	115.234
705	0.1524	71.3	0.0483159	113.334
706	0.1524	71.3	0.0483159	108.03399999999999
707	0.1524	71.3	0.0483159	108.03399999999999
708	0.1524	71.3	0.0483159	107.28399999999999
709	0.1524	39.6	0.05841130000000001	114.75
710	0.1524	39.6	0.05841130000000001	115.89
711	0.1524	39.6	0.05841130000000001	116.02
712	0.1524	39.6	0.05841130000000001	115.91
713	0.1524	39.6	0.05841130000000001	114.9
714	0.1524	39.6	0.05841130000000001	116.55
715	0.1524	39.6	0.05841130000000001	116.56
716	0.1524	39.6	0.05841130000000001	114.67
717	0.1524	39.6	0.05841130000000001	112.16
718	0.1524	39.6	0.05841130000000001	110.78
719	0.1524	39.6	0.05841130000000001	109.52
720	0.1524	39.6	0.05841130000000001	106.88
721	0.1524	39.6	0.05841130000000001	106.26
722	0.1524	39.6	0.05841130000000001	104.5
723	0.1524	39.6	0.05841130000000001	104.13
724	0.1524	39.6	0.05841130000000001	103.38
725	0.0508	71.3	0.000740478	130.96
726	0.0508	71.3	0.000740478	129.45
727	0.0508	71.3	0.000740478	128.56
728	0.0508	71.3	0.000740478	129.68
729	0.0508	71.3	0.000740478	131.06
730	0.0508	71.3	0.000740478	131.31
731	0.0508	71.3	0.000740478	135.07
732	0.0508	71.3	0.000740478	134.43
733	0.0508	71.3	0.000740478	134.43
734	0.0508	71.3	0.000740478	133.04
735	0.0508	71.3	0.000740478	130.89
736	0.0508	71.3	0.000740478	128.74
737	0.0508	71.3	0.000740478	125.22
738	0.0508	55.5	0.00076193	124.336
739	0.0508	55.5	0.00076193	125.586
740	0.0508	55.5	0.00076193	127.07600000000001
741	0.0508	55.5	0.00076193	128.576
742	0.0508	55.5	0.00076193	131.45600000000002
743	0.0508	55.5	0.00076193	133.95600000000002
744	0.0508	55.5	0.00076193	134.826
745	0.0508	55.5	0.00076193	134.946
746	0.0508	55.5	0.00076193	134.556
747	0.0508	55.5	0.00076193	132.796
748	0.0508	55.5	0.00076193	130.156
749	0.0508	55.5	0.00076193	127.63600000000001
750	0.0508	55.5	0.00076193	125.376
751	0.0508	39.6	0.000791822	126.508
752	0.0508	39.6	0.000791822	127.63799999999999
753	0.0508	39.6	0.000791822	129.148
754	0.0508	39.6	0.000791822	130.908
755	0.0508	39.6	0.000791822	132.918
756	0.0508	39.6	0.000791822	134.938
757	0.0508	39.6	0.000791822	135.938
758	0.0508	39.6	0.000791822	135.308
759	0.0508	39.6	0.000791822	134.308
760	0.0508	39.6	0.000791822	131.918
761	0.0508	39.6	0.000791822	128.518
762	0.0508	39.6	0.000791822	125.99799999999999
763	0.0508	39.6	0.000791822	123.988
764	0.0508	31.7	0.000812164	122.79
765	0.0508	31.7	0.000812164	126.78
766	0.0508	31.7	0.000812164	129.27
767	0.0508	31.7	0.000812164	131.01
768	0.0508	31.7	0.000812164	133.01
769	0.0508	31.7	0.000812164	134.87
770	0.0508	31.7	0.000812164	135.49
771	0.0508	31.7	0.000812164	134.11
772	0.0508	31.7	0.000812164	133.23
773	0.0508	31.7	0.000812164	130.34
774	0.0508	31.7	0.000812164	126.59
775	0.0508	31.7	0.000812164	122.45
776	0.0508	31.7	0.000812164	119.07
777	0.0508	71.3	0.00142788	124.318
778	0.0508	71.3	0.00142788	129.84799999999998
779	0.0508	71.3	0.00142788	131.97799999999998
780	0.0508	71.3	0.00142788	133.72799999999998
781	0.0508	71.3	0.00142788	133.59799999999998
782	0.0508	71.3	0.00142788	132.828
783	0.0508	71.3	0.00142788	129.308
784	0.0508	71.3	0.00142788	125.26799999999999
785	0.0508	71.3	0.00142788	121.238
786	0.0508	71.3	0.00142788	117.32799999999999
787	0.0508	39.6	0.00152689	125.647
788	0.0508	39.6	0.00152689	128.42700000000002
789	0.0508	39.6	0.00152689	130.197
790	0.0508	39.6	0.00152689	132.58700000000002
791	0.0508	39.6	0.00152689	133.847
792	0.0508	39.6	0.00152689	133.58700000000002
793	0.0508	39.6	0.00152689	131.80700000000002
794	0.0508	39.6	0.00152689	129.77700000000002
795	0.0508	39.6	0.00152689	125.71700000000001
796	0.0508	39.6	0.00152689	120.397
797	0.0508	39.6	0.00152689	116.96700000000001
798	0.0508	71.3	0.00529514	127.556
799	0.0508	71.3	0.00529514	129.946
800	0.0508	71.3	0.00529514	132.086
801	0.0508	71.3	0.00529514	133.846
802	0.0508	71.3	0.00529514	134.476
803	0.0508	71.3	0.00529514	134.226
804	0.0508	71.3	0.00529514	131.966
805	0.0508	71.3	0.00529514	126.926
806	0.0508	71.3	0.00529514	121.146
807	0.0508	55.5	0.00544854	121.58200000000001
808	0.0508	55.5	0.00544854	123.742
809	0.0508	55.5	0.00544854	126.152
810	0.0508	55.5	0.00544854	128.562
811	0.0508	55.5	0.00544854	130.722
812	0.0508	55.5	0.00544854	132.252
813	0.0508	55.5	0.00544854	133.032
814	0.0508	55.5	0.00544854	133.042
815	0.0508	55.5	0.00544854	131.542
816	0.0508	55.5	0.00544854	128.40200000000002
817	0.0508	55.5	0.00544854	122.61200000000001
818	0.0508	55.5	0.00544854	115.81200000000001
819	0.0508	39.6	0.00566229	120.015
820	0.0508	39.6	0.00566229	122.905
821	0.0508	39.6	0.00566229	126.045
822	0.0508	39.6	0.00566229	128.435
823	0.0508	39.6	0.00566229	130.195
824	0.0508	39.6	0.00566229	131.205
825	0.0508	39.6	0.00566229	130.965
826	0.0508	39.6	0.00566229	129.965
827	0.0508	39.6	0.00566229	127.465
828	0.0508	39.6	0.00566229	123.965
829	0.0508	39.6	0.00566229	118.955
830	0.0508	31.7	0.00580776	120.07600000000001
831	0.0508	31.7	0.00580776	122.96600000000001
832	0.0508	31.7	0.00580776	125.85600000000001
833	0.0508	31.7	0.00580776	128.246
834	0.0508	31.7	0.00580776	129.516
835	0.0508	31.7	0.00580776	130.156
836	0.0508	31.7	0.00580776	129.296
837	0.0508	31.7	0.00580776	127.686
838	0.0508	31.7	0.00580776	125.57600000000001
839	0.0508	31.7	0.00580776	122.086
840	0.0508	31.7	0.00580776	118.10600000000001
841	0.0508	71.3	0.014072	125.941
842	0.0508	71.3	0.014072	127.101
843	0.0508	71.3	0.014072	128.381
844	0.0508	71.3	0.014072	129.281
845	0.0508	71.3	0.014072	130.311
846	0.0508	71.3	0.014072	133.611
847	0.0508	71.3	0.014072	136.031
848	0.0508	71.3	0.014072	136.941
849	0.0508	71.3	0.014072	136.191
850	0.0508	71.3	0.014072	135.191
851	0.0508	71.3	0.014072	133.311
852	0.0508	71.3	0.014072	130.541
853	0.0508	71.3	0.014072	127.141
854	0.0508	71.3	0.014072	122.471
855	0.0508	39.6	0.015047799999999997	125.01
856	0.0508	39.6	0.015047799999999997	126.43
857	0.0508	39.6	0.015047799999999997	128.99
858	0.0508	39.6	0.015047799999999997	130.67
859	0.0508	39.6	0.015047799999999997	131.96
860	0.0508	39.6	0.015047799999999997	133.13
861	0.0508	39.6	0.015047799999999997	133.79
862	0.0508	39.6	0.015047799999999997	132.43
863	0.0508	39.6	0.015047799999999997	130.05
864	0.0508	39.6	0.015047799999999997	126.54
865	0.0508	39.6	0.015047799999999997	124.42
866	0.0508	39.6	0.015047799999999997	122.17
867	0.0508	39.6	0.015047799999999997	119.67
868	0.0508	39.6	0.015047799999999997	115.52
869	0.0508	71.3	0.0264269	123.595
870	0.0508	71.3	0.0264269	124.835
871	0.0508	71.3	0.0264269	126.195
872	0.0508	71.3	0.0264269	126.805
873	0.0508	71.3	0.0264269	127.285
874	0.0508	71.3	0.0264269	129.645
875	0.0508	71.3	0.0264269	131.515
876	0.0508	71.3	0.0264269	131.865
877	0.0508	71.3	0.0264269	130.845
878	0.0508	71.3	0.0264269	130.065
879	0.0508	71.3	0.0264269	129.285
880	0.0508	71.3	0.0264269	127.625
881	0.0508	71.3	0.0264269	125.715
882	0.0508	71.3	0.0264269	122.675
883	0.0508	71.3	0.0264269	119.135
884	0.0508	71.3	0.0264269	115.215
885	0.0508	71.3	0.0264269	112.675
886	0.0508	55.5	0.0271925	122.94
887	0.0508	55.5	0.0271925	124.17
888	0.0508	55.5	0.0271925	125.39
889	0.0508	55.5	0.0271925	126.5
890	0.0508	55.5	0.0271925	127.22
891	0.0508	55.5	0.0271925	129.33
892	0.0508	55.5	0.0271925	130.43
893	0.0508	55.5	0.0271925	130.4
894	0.0508	55.5	0.0271925	130.0
895	0.0508	55.5	0.0271925	128.2
896	0.0508	55.5	0.0271925	127.04
897	0.0508	55.5	0.0271925	125.63
898	0.0508	55.5	0.0271925	123.46
899	0.0508	55.5	0.0271925	120.92
900	0.0508	55.5	0.0271925	117.11
901	0.0508	55.5	0.0271925	112.93
902	0.0508	39.6	0.0282593	121.78299999999999
903	0.0508	39.6	0.0282593	122.89299999999999
904	0.0508	39.6	0.0282593	124.493
905	0.0508	39.6	0.0282593	125.353
906	0.0508	39.6	0.0282593	125.963
907	0.0508	39.6	0.0282593	127.443
908	0.0508	39.6	0.0282593	128.423
909	0.0508	39.6	0.0282593	127.89299999999999
910	0.0508	39.6	0.0282593	126.743
911	0.0508	39.6	0.0282593	124.84299999999999
912	0.0508	39.6	0.0282593	123.443
913	0.0508	39.6	0.0282593	122.413
914	0.0508	39.6	0.0282593	120.51299999999999
915	0.0508	39.6	0.0282593	118.113
916	0.0508	39.6	0.0282593	114.45299999999999
917	0.0508	39.6	0.0282593	109.663
918	0.0508	31.7	0.028985300000000002	119.975
919	0.0508	31.7	0.028985300000000002	121.225
920	0.0508	31.7	0.028985300000000002	122.845
921	0.0508	31.7	0.028985300000000002	123.705
922	0.0508	31.7	0.028985300000000002	123.695
923	0.0508	31.7	0.028985300000000002	124.685
924	0.0508	31.7	0.028985300000000002	125.555
925	0.0508	31.7	0.028985300000000002	124.525
926	0.0508	31.7	0.028985300000000002	123.255
927	0.0508	31.7	0.028985300000000002	121.485
928	0.0508	31.7	0.028985300000000002	120.835
929	0.0508	31.7	0.028985300000000002	119.945
930	0.0508	31.7	0.028985300000000002	118.045
931	0.0508	31.7	0.028985300000000002	115.635
932	0.0508	31.7	0.028985300000000002	112.355
933	0.0508	31.7	0.028985300000000002	108.185
934	0.0508	71.3	0.034118300000000004	118.005
935	0.0508	71.3	0.034118300000000004	119.115
936	0.0508	71.3	0.034118300000000004	121.235
937	0.0508	71.3	0.034118300000000004	123.865
938	0.0508	71.3	0.034118300000000004	126.995
939	0.0508	71.3	0.034118300000000004	128.365
940	0.0508	71.3	0.034118300000000004	124.555
941	0.0508	71.3	0.034118300000000004	121.885
942	0.0508	71.3	0.034118300000000004	121.485
943	0.0508	71.3	0.034118300000000004	120.575
944	0.0508	71.3	0.034118300000000004	120.055
945	0.0508	71.3	0.034118300000000004	118.385
946	0.0508	71.3	0.034118300000000004	116.225
947	0.0508	71.3	0.034118300000000004	113.045
948	0.0508	39.6	0.036483999999999996	125.97399999999999
949	0.0508	39.6	0.036483999999999996	127.22399999999999
950	0.0508	39.6	0.036483999999999996	129.864
951	0.0508	39.6	0.036483999999999996	130.614
952	0.0508	39.6	0.036483999999999996	128.444
953	0.0508	39.6	0.036483999999999996	120.324
954	0.0508	39.6	0.036483999999999996	119.17399999999999
955	0.0508	39.6	0.036483999999999996	118.904
956	0.0508	39.6	0.036483999999999996	118.634
957	0.0508	39.6	0.036483999999999996	117.604
958	0.0508	39.6	0.036483999999999996	117.72399999999999
959	0.0508	39.6	0.036483999999999996	116.184
960	0.0508	39.6	0.036483999999999996	113.00399999999999
961	0.0508	39.6	0.036483999999999996	108.684
962	0.0254	71.3	0.00040068199999999997	133.707
963	0.0254	71.3	0.00040068199999999997	137.007
964	0.0254	71.3	0.00040068199999999997	138.55700000000002
965	0.0254	71.3	0.00040068199999999997	136.83700000000002
966	0.0254	71.3	0.00040068199999999997	134.987
967	0.0254	71.3	0.00040068199999999997	129.86700000000002
968	0.0254	71.3	0.00040068199999999997	130.787
969	0.0254	71.3	0.00040068199999999997	133.207
970	0.0254	71.3	0.00040068199999999997	130.477
971	0.0254	71.3	0.00040068199999999997	123.21700000000001
972	0.0254	55.5	0.00041229	127.62299999999999
973	0.0254	55.5	0.00041229	130.07299999999998
974	0.0254	55.5	0.00041229	130.503
975	0.0254	55.5	0.00041229	133.22299999999998
976	0.0254	55.5	0.00041229	135.803
977	0.0254	55.5	0.00041229	136.10299999999998
978	0.0254	55.5	0.00041229	136.16299999999998
979	0.0254	55.5	0.00041229	134.563
980	0.0254	55.5	0.00041229	131.453
981	0.0254	55.5	0.00041229	125.68299999999999
982	0.0254	55.5	0.00041229	121.93299999999999
983	0.0254	39.6	0.00042846400000000004	124.156
984	0.0254	39.6	0.00042846400000000004	130.026
985	0.0254	39.6	0.00042846400000000004	131.836
986	0.0254	39.6	0.00042846400000000004	133.276
987	0.0254	39.6	0.00042846400000000004	135.346
988	0.0254	39.6	0.00042846400000000004	136.536
989	0.0254	39.6	0.00042846400000000004	136.826
990	0.0254	39.6	0.00042846400000000004	135.866
991	0.0254	39.6	0.00042846400000000004	133.376
992	0.0254	39.6	0.00042846400000000004	129.116
993	0.0254	39.6	0.00042846400000000004	124.986
994	0.0254	31.7	0.000439472	125.12700000000001
995	0.0254	31.7	0.000439472	127.947
996	0.0254	31.7	0.000439472	129.267
997	0.0254	31.7	0.000439472	130.697
998	0.0254	31.7	0.000439472	132.89700000000002
999	0.0254	31.7	0.000439472	135.227
1000	0.0254	31.7	0.000439472	137.047
1001	0.0254	31.7	0.000439472	138.607
1002	0.0254	31.7	0.000439472	138.537
1003	0.0254	31.7	0.000439472	137.207
1004	0.0254	31.7	0.000439472	134.227
1005	0.0254	31.7	0.000439472	128.977
1006	0.0254	31.7	0.000439472	125.62700000000001
1007	0.0254	71.3	0.000848633	128.398
1008	0.0254	71.3	0.000848633	130.828
1009	0.0254	71.3	0.000848633	133.378
1010	0.0254	71.3	0.000848633	134.928
1011	0.0254	71.3	0.000848633	135.468
1012	0.0254	71.3	0.000848633	134.498
1013	0.0254	71.3	0.000848633	131.518
1014	0.0254	71.3	0.000848633	127.398
1015	0.0254	71.3	0.000848633	127.68799999999999
1016	0.0254	71.3	0.000848633	124.208
1017	0.0254	71.3	0.000848633	119.708
1018	0.0254	55.5	0.000873218	121.47399999999999
1019	0.0254	55.5	0.000873218	125.054
1020	0.0254	55.5	0.000873218	129.144
1021	0.0254	55.5	0.000873218	132.35399999999998
1022	0.0254	55.5	0.000873218	133.924
1023	0.0254	55.5	0.000873218	135.484
1024	0.0254	55.5	0.000873218	135.164
1025	0.0254	55.5	0.000873218	132.184
1026	0.0254	55.5	0.000873218	126.944
1027	0.0254	55.5	0.000873218	125.094
1028	0.0254	55.5	0.000873218	124.39399999999999
1029	0.0254	55.5	0.000873218	121.28399999999999
1030	0.0254	39.6	0.000907475	116.366
1031	0.0254	39.6	0.000907475	118.696
1032	0.0254	39.6	0.000907475	120.766
1033	0.0254	39.6	0.000907475	122.956
1034	0.0254	39.6	0.000907475	125.02600000000001
1035	0.0254	39.6	0.000907475	125.96600000000001
1036	0.0254	39.6	0.000907475	128.916
1037	0.0254	39.6	0.000907475	131.236
1038	0.0254	39.6	0.000907475	133.436
1039	0.0254	39.6	0.000907475	134.996
1040	0.0254	39.6	0.000907475	135.42600000000002
1041	0.0254	39.6	0.000907475	134.336
1042	0.0254	39.6	0.000907475	131.346
1043	0.0254	39.6	0.000907475	126.066
1044	0.0254	31.7	0.0009307889999999999	116.12799999999999
1045	0.0254	31.7	0.0009307889999999999	120.07799999999999
1046	0.0254	31.7	0.0009307889999999999	122.648
1047	0.0254	31.7	0.0009307889999999999	125.348
1048	0.0254	31.7	0.0009307889999999999	127.40799999999999
1049	0.0254	31.7	0.0009307889999999999	128.718
1050	0.0254	31.7	0.0009307889999999999	130.148
1051	0.0254	31.7	0.0009307889999999999	132.588
1052	0.0254	31.7	0.0009307889999999999	134.268
1053	0.0254	31.7	0.0009307889999999999	135.328
1054	0.0254	31.7	0.0009307889999999999	135.248
1055	0.0254	31.7	0.0009307889999999999	132.898
1056	0.0254	31.7	0.0009307889999999999	127.008
1057	0.0254	71.3	0.00420654	125.726
1058	0.0254	71.3	0.00420654	127.206
1059	0.0254	71.3	0.00420654	129.556
1060	0.0254	71.3	0.00420654	131.656
1061	0.0254	71.3	0.00420654	133.756
1062	0.0254	71.3	0.00420654	134.976
1063	0.0254	71.3	0.00420654	135.95600000000002
1064	0.0254	71.3	0.00420654	136.166
1065	0.0254	71.3	0.00420654	134.236
1066	0.0254	71.3	0.00420654	131.186
1067	0.0254	71.3	0.00420654	127.24600000000001
1068	0.0254	55.5	0.0043284	120.95200000000001
1069	0.0254	55.5	0.0043284	123.08200000000001
1070	0.0254	55.5	0.0043284	125.45200000000001
1071	0.0254	55.5	0.0043284	128.082
1072	0.0254	55.5	0.0043284	130.332
1073	0.0254	55.5	0.0043284	132.202
1074	0.0254	55.5	0.0043284	133.062
1075	0.0254	55.5	0.0043284	134.05200000000002
1076	0.0254	55.5	0.0043284	134.15200000000002
1077	0.0254	55.5	0.0043284	133.252
1078	0.0254	55.5	0.0043284	131.582
1079	0.0254	55.5	0.0043284	128.412
1080	0.0254	55.5	0.0043284	124.22200000000001
1081	0.0254	39.6	0.00449821	116.074
1082	0.0254	39.6	0.00449821	116.92399999999999
1083	0.0254	39.6	0.00449821	119.294
1084	0.0254	39.6	0.00449821	121.154
1085	0.0254	39.6	0.00449821	123.89399999999999
1086	0.0254	39.6	0.00449821	126.514
1087	0.0254	39.6	0.00449821	129.014
1088	0.0254	39.6	0.00449821	130.374
1089	0.0254	39.6	0.00449821	130.964
1090	0.0254	39.6	0.00449821	131.184
1091	0.0254	39.6	0.00449821	131.274
1092	0.0254	39.6	0.00449821	131.234
1093	0.0254	39.6	0.00449821	129.934
1094	0.0254	39.6	0.00449821	127.86399999999999
1095	0.0254	39.6	0.00449821	125.044
1096	0.0254	39.6	0.00449821	120.324
1097	0.0254	31.7	0.00461377	119.146
1098	0.0254	31.7	0.00461377	120.13600000000001
1099	0.0254	31.7	0.00461377	122.766
1100	0.0254	31.7	0.00461377	124.756
1101	0.0254	31.7	0.00461377	126.88600000000001
1102	0.0254	31.7	0.00461377	129.006
1103	0.0254	31.7	0.00461377	130.746
1104	0.0254	31.7	0.00461377	131.346
1105	0.0254	31.7	0.00461377	131.446
1106	0.0254	31.7	0.00461377	131.036
1107	0.0254	31.7	0.00461377	130.496
1108	0.0254	31.7	0.00461377	130.086
1109	0.0254	31.7	0.00461377	128.536
1110	0.0254	31.7	0.00461377	126.736
1111	0.0254	31.7	0.00461377	124.426
1112	0.0254	31.7	0.00461377	120.726
1113	0.0254	71.3	0.012180799999999999	119.698
1114	0.0254	71.3	0.012180799999999999	122.93799999999999
1115	0.0254	71.3	0.012180799999999999	125.04799999999999
1116	0.0254	71.3	0.012180799999999999	126.898
1117	0.0254	71.3	0.012180799999999999	128.878
1118	0.0254	71.3	0.012180799999999999	130.34799999999998
1119	0.0254	71.3	0.012180799999999999	131.69799999999998
1120	0.0254	71.3	0.012180799999999999	133.048
1121	0.0254	71.3	0.012180799999999999	134.528
1122	0.0254	71.3	0.012180799999999999	134.22799999999998
1123	0.0254	71.3	0.012180799999999999	134.058
1124	0.0254	71.3	0.012180799999999999	133.75799999999998
1125	0.0254	71.3	0.012180799999999999	131.808
1126	0.0254	71.3	0.012180799999999999	128.97799999999998
1127	0.0254	71.3	0.012180799999999999	125.398
1128	0.0254	71.3	0.012180799999999999	120.538
1129	0.0254	71.3	0.012180799999999999	114.41799999999999
1130	0.0254	39.6	0.013025299999999998	121.54700000000001
1131	0.0254	39.6	0.013025299999999998	123.537
1132	0.0254	39.6	0.013025299999999998	125.527
1133	0.0254	39.6	0.013025299999999998	127.12700000000001
1134	0.0254	39.6	0.013025299999999998	128.86700000000002
1135	0.0254	39.6	0.013025299999999998	130.217
1136	0.0254	39.6	0.013025299999999998	130.947
1137	0.0254	39.6	0.013025299999999998	130.77700000000002
1138	0.0254	39.6	0.013025299999999998	129.977
1139	0.0254	39.6	0.013025299999999998	129.567
1140	0.0254	39.6	0.013025299999999998	129.02700000000002
1141	0.0254	39.6	0.013025299999999998	127.84700000000001
1142	0.0254	39.6	0.013025299999999998	126.537
1143	0.0254	39.6	0.013025299999999998	125.10700000000001
1144	0.0254	39.6	0.013025299999999998	123.177
1145	0.0254	39.6	0.013025299999999998	120.60700000000001
1146	0.0254	39.6	0.013025299999999998	116.01700000000001
1147	0.0254	71.3	0.016104	112.506
1148	0.0254	71.3	0.016104	113.796
1149	0.0254	71.3	0.016104	115.846
1150	0.0254	71.3	0.016104	117.396
1151	0.0254	71.3	0.016104	119.806
1152	0.0254	71.3	0.016104	122.60600000000001
1153	0.0254	71.3	0.016104	124.27600000000001
1154	0.0254	71.3	0.016104	125.816
1155	0.0254	71.3	0.016104	126.35600000000001
1156	0.0254	71.3	0.016104	126.406
1157	0.0254	71.3	0.016104	126.82600000000001
1158	0.0254	71.3	0.016104	126.74600000000001
1159	0.0254	71.3	0.016104	126.536
1160	0.0254	71.3	0.016104	125.586
1161	0.0254	71.3	0.016104	123.126
1162	0.0254	71.3	0.016104	119.916
1163	0.0254	71.3	0.016104	115.46600000000001
1164	0.0254	55.5	0.016570599999999998	109.95100000000001
1165	0.0254	55.5	0.016570599999999998	110.491
1166	0.0254	55.5	0.016570599999999998	111.911
1167	0.0254	55.5	0.016570599999999998	115.461
1168	0.0254	55.5	0.016570599999999998	119.62100000000001
1169	0.0254	55.5	0.016570599999999998	122.411
1170	0.0254	55.5	0.016570599999999998	123.09100000000001
1171	0.0254	55.5	0.016570599999999998	126.001
1172	0.0254	55.5	0.016570599999999998	129.30100000000002
1173	0.0254	55.5	0.016570599999999998	126.471
1174	0.0254	55.5	0.016570599999999998	125.26100000000001
1175	0.0254	55.5	0.016570599999999998	124.931
1176	0.0254	55.5	0.016570599999999998	124.101
1177	0.0254	55.5	0.016570599999999998	121.771
1178	0.0254	55.5	0.016570599999999998	118.941
1179	0.0254	55.5	0.016570599999999998	114.861
1180	0.0254	39.6	0.0172206	114.044
1181	0.0254	39.6	0.0172206	114.714
1182	0.0254	39.6	0.0172206	115.14399999999999
1183	0.0254	39.6	0.0172206	115.444
1184	0.0254	39.6	0.0172206	117.514
1185	0.0254	39.6	0.0172206	124.514
1186	0.0254	39.6	0.0172206	135.32399999999998
1187	0.0254	39.6	0.0172206	138.274
1188	0.0254	39.6	0.0172206	131.364
1189	0.0254	39.6	0.0172206	127.61399999999999
1190	0.0254	39.6	0.0172206	126.64399999999999
1191	0.0254	39.6	0.0172206	124.154
1192	0.0254	39.6	0.0172206	123.564
1193	0.0254	39.6	0.0172206	122.72399999999999
1194	0.0254	39.6	0.0172206	119.854
1195	0.0254	31.7	0.017663099999999998	116.146
1196	0.0254	31.7	0.017663099999999998	116.956
1197	0.0254	31.7	0.017663099999999998	118.416
1198	0.0254	31.7	0.017663099999999998	120.766
1199	0.0254	31.7	0.017663099999999998	127.676
1200	0.0254	31.7	0.017663099999999998	136.886
1201	0.0254	31.7	0.017663099999999998	139.226
1202	0.0254	31.7	0.017663099999999998	131.796
1203	0.0254	31.7	0.017663099999999998	128.306
1204	0.0254	31.7	0.017663099999999998	126.846
1205	0.0254	31.7	0.017663099999999998	124.35600000000001
1206	0.0254	31.7	0.017663099999999998	124.166
1207	0.0254	31.7	0.017663099999999998	123.46600000000001
1208	0.0254	31.7	0.017663099999999998	121.99600000000001
1209	0.0254	31.7	0.017663099999999998	117.99600000000001
1210	0.0254	71.3	0.0214178	115.85700000000001
1211	0.0254	71.3	0.0214178	117.927
1212	0.0254	71.3	0.0214178	117.96700000000001
1213	0.0254	71.3	0.0214178	120.65700000000001
1214	0.0254	71.3	0.0214178	123.227
1215	0.0254	71.3	0.0214178	134.247
1216	0.0254	71.3	0.0214178	140.987
1217	0.0254	71.3	0.0214178	131.817
1218	0.0254	71.3	0.0214178	127.197
1219	0.0254	71.3	0.0214178	126.09700000000001
1220	0.0254	71.3	0.0214178	124.12700000000001
1221	0.0254	71.3	0.0214178	123.917
1222	0.0254	71.3	0.0214178	125.727
1223	0.0254	71.3	0.0214178	123.12700000000001
1224	0.0254	71.3	0.0214178	121.65700000000001
1225	0.0254	39.6	0.022902799999999997	116.066
1226	0.0254	39.6	0.022902799999999997	117.38600000000001
